S,G,Prec,Rec,F1,eTaP,eTaR,eTaF1,FPA,Scen
1.0,15.0,69.42889137737961,68.96551724137932,69.19642857142857,71.75014610877787,83.40417877461948,77.13948054827232,16.0,100.0
1.0,20.0,63.32320162107396,69.52169076751946,66.2778366914104,56.7705685763424,83.70179782223855,67.65456829776227,16.0,100.0
1.0,25.0,59.168241965973536,69.6329254727475,63.97547266223812,58.76373793201689,83.76132163176236,69.07035672566244,15.0,100.0
1.2,0.1,97.72727272727272,38.26473859844272,54.99600319744204,97.5856392841004,69.79362342318268,81.38230805348971,1.0,92.85714285714286
1.2,0.5,96.89922480620154,41.71301446051168,58.320373250388805,98.13781852469914,71.46904260886025,82.70674767289262,1.0,92.85714285714286
1.2,1.0,97.00460829493088,46.82981090100111,63.16579144786196,97.94155929449336,73.61962239887771,84.05655103617761,1.0,92.85714285714286
1.2,1.5,96.20253164556962,50.723025583982206,66.42388929351785,97.78630257292012,75.32245565984167,85.09684333573684,1.0,92.85714285714286
1.2,2.0,95.2286282306163,53.281423804226925,68.33095577746077,97.27902680812454,76.41106151953416,85.59145514364211,1.0,92.85714285714286
1.2,2.5,93.45794392523364,55.61735261401557,69.7350069735007,92.90440976699838,77.31448319917166,84.39552511350317,3.0,92.85714285714286
1.2,3.0,91.63701067615658,57.28587319243604,70.49965776865162,94.05561020617604,78.00870450471515,85.28388138949575,2.0,92.85714285714286
1.2,3.5,90.66213921901527,59.39933259176863,71.7741935483871,89.6145142871975,78.86304165692464,83.89572288952579,3.0,92.85714285714286
1.2,4.0,89.42148760330578,60.17797552836485,71.94148936170212,90.12869681223307,79.14001734081522,84.27767250805634,3.0,92.85714285714286
1.2,4.5,88.59934853420195,60.51167964404895,71.91011235955057,90.54857181555649,79.36323162652948,84.58773472908086,2.0,92.85714285714286
1.2,5.0,87.66025641025641,60.84538375973304,71.83191070256073,91.49111768561646,79.4882316265295,85.06836859096329,1.0,92.85714285714286
1.2,6.0,85.40706605222735,61.84649610678533,71.74193548387096,88.84222337940687,80.06858876938665,84.22754421259263,3.0,92.85714285714286
